ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7
23683.905,5330.295,39440.52,27577.754999999997,43210.034999999996,30597.93,14654.654999999999,25474.41
23806.035,5359.5,39614.67,27619.11,42914.744999999995,30786.434999999998,14288.625,25613.37
23897.204999999998,5524.29,39802.185,27578.969999999998,42643.71,31043.385,14020.695,25763.219999999998
23974.2,5623.469999999999,39796.47,27547.515,42580.485,31134.735,13793.58,25849.844999999998
24069.87,5588.1449999999995,39583.755,27621.225,42641.415,31197.78,13627.71,25909.92
24148.8,5703.075,39471.93,27648.27,42511.455,31112.64,13449.15,25924.545
24280.02,5885.775,39494.07,27633.015,42315.075,31079.34,13151.88,26044.695
24368.175,5934.014999999999,39334.409999999996,27692.684999999998,42235.784999999996,31111.289999999997,12838.005,26155.98
24367.454999999998,5907.105,39413.159999999996,27746.37,42197.534999999996,31148.64,12467.025,26204.039999999997
24381.809999999998,5885.594999999999,39522.78,27752.535,42204.195,31193.73,12011.58,26263.17
24440.67,5910.705,39473.775,27742.815,42269.805,31206.285,11476.08,26327.835
24544.079999999998,6145.469999999999,39600.765,27745.245,42241.994999999995,31143.6,10876.545,26379.045
24655.635,6339.465,39767.67,27812.43,42177.375,31076.594999999998,10338.029999999999,26469.315
24743.879999999997,6432.21,39901.32,27866.385,42170.58,31099.635,9887.22,26592.885
24836.129999999997,6499.17,39873.195,27922.32,42202.17,31207.545,9420.66,26746.739999999998
24813.629999999997,6473.7,39773.835,28076.985,42213.284999999996,31282.02,8989.83,26779.77
24863.895,6547.094999999999,39942.9,28160.504999999997,42117.03,31268.745,8581.545,26852.579999999998
25042.68,6680.745,40108.77,28098.855,41988.78,31189.905,8196.435,26982.0
25150.5,6667.83,40016.88,28188.719999999998,41999.265,31164.614999999998,7923.42,27092.969999999998
25192.26,6702.705,39678.39,28302.57,42017.58,31153.454999999998,7602.12,27158.265
25145.91,6796.844999999999,39779.865,28244.475,41907.104999999996,30981.914999999997,7314.48,27114.57
