local_timestamp,eeg_timestamp,label
1763991546.0447388,12884.951738,Trial_1_Start
1763991546.0450273,12884.9520272,Posture_A_Flex_your_arm_after_the_sound
1763991546.0452056,12884.952205,PromptStart_Trial_1
1763991551.0127177,12889.9197188,PromptEnd_Trial_1
1763991551.0135531,12889.9205583,FixationStart_Trial_1
1763991552.0237617,12890.9307602,FixationEnd_Trial_1
1763991552.0242121,12890.931212,PostureStart_Trial_1
1763991555.0245037,12893.9315032,PostureEnd_Trial_1
1763991555.0249977,12893.9320093,TrialEnd_Trial_1
1763991555.5380526,12894.4450593,Trial_1_Complete
1763991555.5552783,12894.46228,Trial_2_Start
1763991555.5560827,12894.4630924,Posture_A_Rest_your_arm_flexed_after_the_sound
1763991555.5567493,12894.4637583,PromptStart_Trial_2
1763991560.5434856,12899.4504872,PromptEnd_Trial_2
1763991560.5440314,12899.4510352,FixationStart_Trial_2
1763991561.5597255,12900.4667251,FixationEnd_Trial_2
1763991561.560215,12900.4672165,PostureStart_Trial_2
1763991564.5633502,12903.4703508,PostureEnd_Trial_2
1763991564.5638928,12903.4708952,TrialEnd_Trial_2
1763991565.063376,12903.9703747,Trial_2_Complete
1763991565.079702,12903.9867028,Trial_3_Start
1763991565.0801315,12903.987133,Posture_A_Extend_your_arm_after_the_sound
1763991565.0804815,12903.9874854,PromptStart_Trial_3
1763991570.0690496,12908.9760512,PromptEnd_Trial_3
1763991570.0695028,12908.9765056,FixationStart_Trial_3
1763991571.0859115,12909.9929109,FixationEnd_Trial_3
1763991571.0863528,12909.9933542,PostureStart_Trial_3
1763991574.0915594,12912.9985606,PostureEnd_Trial_3
1763991574.0923967,12912.9994089,TrialEnd_Trial_3
1763991574.6079128,12913.514914,Trial_3_Complete
1763991574.6249328,12913.5319325,Trial_4_Start
1763991574.6253273,12913.5323293,Posture_A_Rest_your_arm_extended_after_the_sound
1763991574.625714,12913.5327165,PromptStart_Trial_4
1763991579.620372,12918.5273712,PromptEnd_Trial_4
1763991579.6208239,12918.5278252,FixationStart_Trial_4
1763991580.6222444,12919.5292437,FixationEnd_Trial_4
1763991580.6228142,12919.5298208,PostureStart_Trial_4
1763991583.6320693,12922.5390713,PostureEnd_Trial_4
1763991583.6329286,12922.5399394,TrialEnd_Trial_4
1763991584.147646,12923.0546452,Trial_4_Complete
1763991584.164496,12923.0714956,Trial_5_Start
1763991584.1649199,12923.0719218,Posture_A_Flex_your_arm_after_the_sound
1763991584.165279,12923.0722801,PromptStart_Trial_5
1763991589.1536617,12928.0606615,PromptEnd_Trial_5
1763991589.154241,12928.0612519,FixationStart_Trial_5
1763991590.1648228,12929.071822,FixationEnd_Trial_5
1763991590.1653357,12929.0723373,PostureStart_Trial_5
1763991593.1758318,12932.0828318,PostureEnd_Trial_5
1763991593.176321,12932.0833234,TrialEnd_Trial_5
1763991593.6895754,12932.5965752,Trial_5_Complete
1763991593.7056947,12932.6126939,Trial_6_Start
1763991593.7060928,12932.6130943,Posture_A_Rest_your_arm_flexed_after_the_sound
1763991593.7064443,12932.6134451,PromptStart_Trial_6
1763991598.696943,12937.6039437,PromptEnd_Trial_6
1763991598.6977353,12937.6047428,FixationStart_Trial_6
1763991599.705881,12938.6128802,FixationEnd_Trial_6
1763991599.7063215,12938.6133237,PostureStart_Trial_6
1763991602.7140818,12941.621081,PostureEnd_Trial_6
1763991602.7145438,12941.6215467,TrialEnd_Trial_6
1763991603.2292774,12942.1362766,Trial_6_Complete
1763991603.2462628,12942.1532623,Trial_7_Start
1763991603.2466948,12942.1536963,Posture_A_Extend_your_arm_after_the_sound
1763991603.2470307,12942.1540329,PromptStart_Trial_7
1763991608.2313325,12947.1383325,PromptEnd_Trial_7
1763991608.231789,12947.1387912,FixationStart_Trial_7
1763991609.24122,12948.14822,FixationEnd_Trial_7
1763991609.2417269,12948.1487292,PostureStart_Trial_7
1763991612.255341,12951.1623434,PostureEnd_Trial_7
1763991612.2561357,12951.1631406,TrialEnd_Trial_7
1763991612.755502,12951.6625013,Trial_7_Complete
1763991612.7721617,12951.6791611,Trial_8_Start
1763991612.7725914,12951.6795942,Posture_A_Rest_your_arm_extended_after_the_sound
1763991612.772993,12951.6799942,PromptStart_Trial_8
1763991617.765666,12956.6726643,PromptEnd_Trial_8
1763991617.7660067,12956.6730066,FixationStart_Trial_8
1763991618.7760165,12957.6830184,FixationEnd_Trial_8
1763991618.7765808,12957.6835861,PostureStart_Trial_8
1763991621.7906957,12960.6976947,PostureEnd_Trial_8
1763991621.7911422,12960.698143,TrialEnd_Trial_8
1763991622.2975464,12961.2045481,Trial_8_Complete
1763991622.3133595,12961.2203598,Trial_9_Start
1763991622.3141146,12961.2211212,Posture_A_Flex_your_arm_after_the_sound
1763991622.3151035,12961.2221143,PromptStart_Trial_9
1763991627.303544,12966.2105432,PromptEnd_Trial_9
1763991627.304136,12966.2111413,FixationStart_Trial_9
1763991628.3173563,12967.2243556,FixationEnd_Trial_9
1763991628.3179486,12967.2249531,PostureStart_Trial_9
1763991631.3292835,12970.2362829,PostureEnd_Trial_9
1763991631.3297043,12970.2367045,TrialEnd_Trial_9
1763991631.8322036,12970.7392021,Trial_9_Complete
1763991631.849403,12970.7564029,Trial_10_Start
1763991631.8498719,12970.7568728,Posture_A_Rest_your_arm_flexed_after_the_sound
1763991631.850243,12970.7572438,PromptStart_Trial_10
1763991636.8371258,12975.7441268,PromptEnd_Trial_10
1763991636.8376,12975.744602,FixationStart_Trial_10
1763991637.8390994,12976.7460986,FixationEnd_Trial_10
1763991637.8396733,12976.746678,PostureStart_Trial_10
1763991640.8551636,12979.762162,PostureEnd_Trial_10
1763991640.855482,12979.7624816,TrialEnd_Trial_10
1763991641.359668,12980.2666669,Trial_10_Complete
1763991641.3760238,12980.2830234,Trial_11_Start
1763991641.376474,12980.2834766,Posture_A_Extend_your_arm_after_the_sound
1763991641.3767653,12980.2837655,PromptStart_Trial_11
1763991646.3685448,12985.275547,PromptEnd_Trial_11
1763991646.3693426,12985.2763514,FixationStart_Trial_11
1763991647.3814173,12986.2884156,FixationEnd_Trial_11
1763991647.3817244,12986.2887241,PostureStart_Trial_11
1763991650.382918,12989.2899169,PostureEnd_Trial_11
1763991650.3833861,12989.290391,TrialEnd_Trial_11
1763991650.883265,12989.7902637,Trial_11_Complete
1763991650.9000938,12989.8070934,Trial_12_Start
1763991650.9004188,12989.8074187,Posture_A_Rest_your_arm_extended_after_the_sound
1763991650.9006667,12989.807666,PromptStart_Trial_12
1763991655.8930027,12994.8000072,PromptEnd_Trial_12
1763991655.893687,12994.800694,FixationStart_Trial_12
1763991656.908487,12995.8154854,FixationEnd_Trial_12
1763991656.9087331,12995.8157342,PostureStart_Trial_12
1763991659.9214134,12998.8284154,PostureEnd_Trial_12
1763991659.9224522,12998.8294649,TrialEnd_Trial_12
1763991660.4362054,12999.3432079,Trial_12_Complete
1763991660.452481,12999.3594802,Trial_13_Start
1763991660.4529638,12999.359968,Posture_A_Flex_your_arm_after_the_sound
1763991660.4533997,12999.3604034,PromptStart_Trial_13
1763991665.4477127,13004.3547118,PromptEnd_Trial_13
1763991665.4481127,13004.3551134,FixationStart_Trial_13
1763991666.457687,13005.3646862,FixationEnd_Trial_13
1763991666.4581814,13005.3651839,PostureStart_Trial_13
1763991669.466388,13008.3733885,PostureEnd_Trial_13
1763991669.4672768,13008.3742916,TrialEnd_Trial_13
1763991669.9807825,13008.8877822,Trial_13_Complete
1763991669.9969084,13008.9039079,Trial_14_Start
1763991669.997377,13008.9043796,Posture_A_Rest_your_arm_flexed_after_the_sound
1763991669.9977763,13008.9047787,PromptStart_Trial_14
1763991674.982778,13013.8897852,PromptEnd_Trial_14
1763991674.98361,13013.8906204,FixationStart_Trial_14
1763991675.9846385,13014.891638,FixationEnd_Trial_14
1763991675.9852018,13014.8922047,PostureStart_Trial_14
1763991678.9960825,13017.9030863,PostureEnd_Trial_14
1763991678.9967794,13017.9037843,TrialEnd_Trial_14
1763991679.4990067,13018.4060085,Trial_14_Complete
1763991679.5144043,13018.4214096,Trial_15_Start
1763991679.5153499,13018.4223583,Posture_A_Extend_your_arm_after_the_sound
1763991679.5161037,13018.4231118,PromptStart_Trial_15
1763991684.5154943,13023.4224933,PromptEnd_Trial_15
1763991684.5159333,13023.4229331,FixationStart_Trial_15
1763991685.5176265,13024.4246262,FixationEnd_Trial_15
1763991685.5181088,13024.4251106,PostureStart_Trial_15
1763991688.528341,13027.43534,PostureEnd_Trial_15
1763991688.528839,13027.4358417,TrialEnd_Trial_15
1763991689.0302806,13027.9372793,Trial_15_Complete
1763991689.0477533,13027.9547528,Trial_16_Start
1763991689.0481424,13027.9551457,Posture_A_Rest_your_arm_extended_after_the_sound
1763991689.048514,13027.9555165,PromptStart_Trial_16
1763991694.047138,13032.9541375,PromptEnd_Trial_16
1763991694.047643,13032.9546449,FixationStart_Trial_16
1763991695.0594645,13033.9664653,FixationEnd_Trial_16
1763991695.0603318,13033.9673389,PostureStart_Trial_16
