local_timestamp,eeg_timestamp,label
1768851770.01795,509196.37854655,Trial_1_Start
1768851770.0181346,509196.37872835,Posture_A_Flex_your_arm_after_the_sound
1768851770.0182128,509196.37880545,PromptStart_Trial_1
1768851775.0044868,509201.36508405,PromptEnd_Trial_1
1768851775.004842,509201.36543935,FixationStart_Trial_1
1768851776.0213342,509202.38192955,FixationEnd_Trial_1
1768851776.021527,509202.38212185,PostureStart_Trial_1
1768851779.031748,509205.39234605,PostureEnd_Trial_1
1768851779.0321076,509205.39270575,TrialEnd_Trial_1
1768851779.543434,509205.90403215,Trial_1_Complete
1768851779.5603766,509205.92097255,Trial_2_Start
1768851779.5605657,509205.92116125004,Posture_A_Rest_your_arm_flexed_after_the_sound
1768851779.5606594,509205.92125415,PromptStart_Trial_2
1768851784.5496552,509210.91025425,PromptEnd_Trial_2
1768851784.549877,509210.91047355003,FixationStart_Trial_2
1768851785.5648947,509211.92549405,FixationEnd_Trial_2
1768851785.5652425,509211.92584235,PostureStart_Trial_2
1768851788.581057,509214.94165695,PostureEnd_Trial_2
1768851788.5814395,509214.94203965,TrialEnd_Trial_2
1768851789.0819454,509215.44254355,Trial_2_Complete
1768851789.0988126,509215.45941175,Trial_3_Start
1768851789.099044,509215.45964145,Posture_A_Extend_your_arm_after_the_sound
1768851789.099154,509215.45975055,PromptStart_Trial_3
1768851794.0898204,509220.45041975,PromptEnd_Trial_3
1768851794.0900085,509220.45060695003,FixationStart_Trial_3
1768851795.0969005,509221.45749895,FixationEnd_Trial_3
1768851795.0970397,509221.45763805,PostureStart_Trial_3
1768851798.1039617,509224.46456285,PostureEnd_Trial_3
1768851798.1043272,509224.46492935,TrialEnd_Trial_3
1768851798.620307,509224.98090725,Trial_3_Complete
1768851798.6358747,509224.99647995003,Trial_4_Start
1768851798.6363752,509224.99698075,Posture_A_Rest_your_arm_extended_after_the_sound
1768851798.6366136,509224.99721285,PromptStart_Trial_4
1768851803.626196,509229.98679725,PromptEnd_Trial_4
1768851803.6264243,509229.98702465004,FixationStart_Trial_4
1768851804.6396031,509231.00020605,FixationEnd_Trial_4
1768851804.6399987,509231.00060205,PostureStart_Trial_4
1768851807.6467986,509234.00740085,PostureEnd_Trial_4
1768851807.6469886,509234.00759015,TrialEnd_Trial_4
1768851808.1628475,509234.52344955003,Trial_4_Complete
1768851808.1795287,509234.54013645,Trial_5_Start
1768851808.1799023,509234.54050635,Posture_A_Flex_your_arm_after_the_sound
1768851808.180167,509234.54076885,PromptStart_Trial_5
1768851813.176022,509239.53662525,PromptEnd_Trial_5
1768851813.1762373,509239.53683905,FixationStart_Trial_5
1768851814.18692,509240.54752335,FixationEnd_Trial_5
1768851814.187198,509240.54780315,PostureStart_Trial_5
1768851817.1927812,509243.55338735,PostureEnd_Trial_5
1768851817.1931653,509243.55377085,TrialEnd_Trial_5
1768851817.7030587,509244.06366495,Trial_5_Complete
1768851817.7190115,509244.07961535,Trial_6_Start
