local_timestamp,eeg_timestamp,label
1764229223.340676,680900.9974268,Trial_1_Start
1764229223.3408203,680900.9975737,Posture_A_Flex_your_arm_after_the_sound
1764229223.3409305,680900.9976801,PromptStart_Trial_1
1764229228.3238642,680905.9794666,PromptEnd_Trial_1
1764229228.3241029,680905.9797076,FixationStart_Trial_1
1764229229.330962,680906.9863323,FixationEnd_Trial_1
1764229229.3312106,680906.9865824999,PostureStart_Trial_1
1764229232.34322,680909.997898,PostureEnd_Trial_1
1764229232.3436384,680909.9983195,TrialEnd_Trial_1
1764229232.8458714,680910.5004329,Trial_1_Complete
1764229232.8628235,680910.5173823,Trial_2_Start
1764229232.8630455,680910.5176033999,Posture_A_Rest_your_arm_flexed_after_the_sound
1764229232.86322,680910.5177843,PromptStart_Trial_2
1764229237.8575776,680915.5109841999,PromptEnd_Trial_2
1764229237.8578367,680915.5112435999,FixationStart_Trial_2
1764229238.8683088,680916.5214846,FixationEnd_Trial_2
1764229238.8687449,680916.5219245,PostureStart_Trial_2
1764229241.8842425,680919.5367242,PostureEnd_Trial_2
1764229241.8845475,680919.5370284,TrialEnd_Trial_2
1764229242.3998265,680920.0521887,Trial_2_Complete
1764229242.4163964,680920.0687586,Trial_3_Start
1764229242.4167018,680920.0690646999,Posture_A_Extend_your_arm_after_the_sound
1764229242.4168823,680920.0692384,PromptStart_Trial_3
1764229247.4105015,680925.0617108999,PromptEnd_Trial_3
1764229247.4109995,680925.0622126,FixationStart_Trial_3
1764229248.4214566,680926.0724317,FixationEnd_Trial_3
1764229248.4218848,680926.0728621,PostureStart_Trial_3
1764229251.4225504,680929.0728354,PostureEnd_Trial_3
1764229251.4229686,680929.073256,TrialEnd_Trial_3
1764229251.9261487,680929.5763167,Trial_3_Complete
1764229251.9423254,680929.59249,Trial_4_Start
1764229251.9427285,680929.5928959,Posture_A_Rest_your_arm_extended_after_the_sound
1764229251.9429955,680929.5931628,PromptStart_Trial_4
1764229256.9323049,680934.5813208,PromptEnd_Trial_4
1764229256.9327717,680934.5817907,FixationStart_Trial_4
1764229257.9375355,680935.5863187,FixationEnd_Trial_4
1764229257.9377563,680935.5865389,PostureStart_Trial_4
1764229260.9417665,680938.5898586999,PostureEnd_Trial_4
1764229260.942026,680938.5901163,TrialEnd_Trial_4
1764229261.4521246,680939.1000992,Trial_4_Complete
1764229261.469204,680939.1171741,Trial_5_Start
1764229261.4694848,680939.1174535999,Posture_A_Flex_your_arm_after_the_sound
1764229261.470305,680939.1182776,PromptStart_Trial_5
1764229266.467292,680944.1141115,PromptEnd_Trial_5
1764229266.467549,680944.1143745,FixationStart_Trial_5
1764229267.483605,680945.1301894999,FixationEnd_Trial_5
1764229267.4839668,680945.1305538,PostureStart_Trial_5
1764229270.4977586,680948.1436507,PostureEnd_Trial_5
1764229270.498206,680948.1441008,TrialEnd_Trial_5
1764229271.0131352,680948.658908,Trial_5_Complete
1764229271.030222,680948.6759903,Trial_6_Start
1764229271.030552,680948.6763222,Posture_A_Rest_your_arm_flexed_after_the_sound
1764229271.030885,680948.6766549,PromptStart_Trial_6
1764229276.0203094,680953.6649289,PromptEnd_Trial_6
1764229276.0207186,680953.6653406,FixationStart_Trial_6
1764229277.0267384,680954.6711259,FixationEnd_Trial_6
1764229277.0271406,680954.6715298999,PostureStart_Trial_6
1764229280.0284183,680957.6721149,PostureEnd_Trial_6
1764229280.028838,680957.6725371,TrialEnd_Trial_6
1764229280.5315404,680958.175121,Trial_6_Complete
1764229280.5482686,680958.1918451,Trial_7_Start
1764229280.5487103,680958.1922899,Posture_A_Extend_your_arm_after_the_sound
1764229280.5489976,680958.192577,PromptStart_Trial_7
1764229285.5421343,680963.1845597,PromptEnd_Trial_7
1764229285.542321,680963.1847472,FixationStart_Trial_7
1764229286.5466223,680964.1888187,FixationEnd_Trial_7
1764229286.5469387,680964.189141,PostureStart_Trial_7
1764229289.5503066,680967.1918098,PostureEnd_Trial_7
1764229289.550774,680967.1922811,TrialEnd_Trial_7
1764229290.0521576,680967.6935457999,Trial_7_Complete
1764229290.067881,680967.7092657,Trial_8_Start
1764229290.0683146,680967.7098624,Posture_A_Rest_your_arm_extended_after_the_sound
1764229290.0698955,680967.7112802999,PromptStart_Trial_8
1764229295.0612352,680972.7014682,PromptEnd_Trial_8
