local_timestamp,eeg_timestamp,label
1768580905.310696,238325.3344939,Trial_1_Start
1768580905.310823,238325.3346197,Posture_A_Flex_your_arm_after_the_sound
1768580905.31087,238325.3346661,PromptStart_Trial_1
1768580910.2887034,238330.3137307,PromptEnd_Trial_1
1768580910.2889435,238330.31397000002,FixationStart_Trial_1
1768580911.2910879,238331.31636250002,FixationEnd_Trial_1
1768580911.291279,238331.3165527,PostureStart_Trial_1
1768580914.2945642,238334.3205798,PostureEnd_Trial_1
1768580914.2947283,238334.3207435,TrialEnd_Trial_1
1768580914.8014636,238334.8276089,Trial_1_Complete
1768580914.8180144,238334.8441595,Trial_2_Start
1768580914.8181827,238334.8443271,Posture_A_Rest_your_arm_flexed_after_the_sound
1768580914.8183045,238334.8444482,PromptStart_Trial_2
1768580919.8053916,238339.8327688,PromptEnd_Trial_2
1768580919.8056073,238339.8329829,FixationStart_Trial_2
1768580920.8119874,238340.8396119,FixationEnd_Trial_2
1768580920.8121524,238340.8397766,PostureStart_Trial_2
1768580923.8182447,238343.8466118,PostureEnd_Trial_2
1768580923.8184166,238343.84678330002,TrialEnd_Trial_2
1768580924.330136,238344.3586291,Trial_2_Complete
1768580924.348239,238344.37673740002,Trial_3_Start
1768580924.3484757,238344.3769734,Posture_A_Extend_your_arm_after_the_sound
1768580924.3485692,238344.37706590001,PromptStart_Trial_3
1768580929.343754,238349.3734853,PromptEnd_Trial_3
1768580929.3438647,238349.3735948,FixationStart_Trial_3
1768580930.350348,238350.3803279,FixationEnd_Trial_3
1768580930.3504755,238350.3804551,PostureStart_Trial_3
1768580933.3497005,238353.3804224,PostureEnd_Trial_3
1768580933.3498938,238353.3806139,TrialEnd_Trial_3
1768580933.855836,238353.8866824,Trial_3_Complete
1768580933.8732018,238353.904052,Trial_4_Start
1768580933.8733864,238353.9042361,Posture_A_Rest_your_arm_extended_after_the_sound
1768580933.8735478,238353.9043975,PromptStart_Trial_4
1768580938.8683107,238358.9003948,PromptEnd_Trial_4
1768580938.868547,238358.90062990002,FixationStart_Trial_4
1768580939.8763855,238359.9087172,FixationEnd_Trial_4
1768580939.8765788,238359.9089108,PostureStart_Trial_4
1768580942.8803732,238362.9134476,PostureEnd_Trial_4
1768580942.8805819,238362.9136549,TrialEnd_Trial_4
1768580943.3853085,238363.4185081,Trial_4_Complete
1768580943.401792,238363.434994,Trial_5_Start
1768580943.4019578,238363.4351595,Posture_A_Flex_your_arm_after_the_sound
1768580943.4020727,238363.4352735,PromptStart_Trial_5
1768580948.3913162,238368.4257512,PromptEnd_Trial_5
1768580948.3915634,238368.4259972,FixationStart_Trial_5
1768580949.4068441,238369.4415285,FixationEnd_Trial_5
1768580949.4069884,238369.4416726,PostureStart_Trial_5
1768580952.4161606,238372.4515882,PostureEnd_Trial_5
1768580952.4163182,238372.4517457,TrialEnd_Trial_5
1768580952.9304886,238372.9660441,Trial_5_Complete
1768580952.9464567,238372.98201500002,Trial_6_Start
1768580952.9465997,238372.9821583,Posture_A_Rest_your_arm_flexed_after_the_sound
1768580952.9467337,238372.9822923,PromptStart_Trial_6
1768580957.9371333,238377.973924,PromptEnd_Trial_6
1768580957.9372904,238377.9740831,FixationStart_Trial_6
1768580958.9403455,238378.9773839,FixationEnd_Trial_6
1768580958.940502,238378.9775405,PostureStart_Trial_6
1768580961.9537356,238381.991519,PostureEnd_Trial_6
1768580961.9539587,238381.9917407,TrialEnd_Trial_6
1768580962.4639354,238382.50184440002,Trial_6_Complete
1768580962.4807377,238382.5186515,Trial_7_Start
1768580962.4809608,238382.5188734,Posture_A_Extend_your_arm_after_the_sound
1768580962.4811032,238382.5190155,PromptStart_Trial_7
1768580967.471712,238387.5108586,PromptEnd_Trial_7
1768580967.4719343,238387.5110791,FixationStart_Trial_7
1768580968.486627,238388.5260221,FixationEnd_Trial_7
1768580968.4867675,238388.5261625,PostureStart_Trial_7
1768580971.4894772,238391.529614,PostureEnd_Trial_7
1768580971.489644,238391.52978080002,TrialEnd_Trial_7
1768580971.9952798,238392.0355428,Trial_7_Complete
1768580972.011747,238392.0520138,Trial_8_Start
1768580972.0119715,238392.0522374,Posture_A_Rest_your_arm_extended_after_the_sound
1768580972.0121007,238392.0523655,PromptStart_Trial_8
1768580976.9967644,238397.0382611,PromptEnd_Trial_8
1768580976.9969256,238397.038422,FixationStart_Trial_8
1768580978.0112474,238398.0529952,FixationEnd_Trial_8
1768580978.0114508,238398.0532005,PostureStart_Trial_8
1768580981.019684,238401.0621754,PostureEnd_Trial_8
1768580981.019879,238401.0623706,TrialEnd_Trial_8
1768580981.5253837,238401.56799820001,Trial_8_Complete
1768580981.5427995,238401.5854184,Trial_9_Start
1768580981.5429685,238401.5855875,Posture_A_Flex_your_arm_after_the_sound
1768580981.5430844,238401.5857024,PromptStart_Trial_9
1768580986.5318813,238406.5757319,PromptEnd_Trial_9
1768580986.5320349,238406.5758853,FixationStart_Trial_9
1768580987.5330443,238407.5771431,FixationEnd_Trial_9
1768580987.5332804,238407.5773785,PostureStart_Trial_9
1768580990.5374448,238410.58228550002,PostureEnd_Trial_9
1768580990.5376587,238410.5824978,TrialEnd_Trial_9
1768580991.0487025,238411.0936693,Trial_9_Complete
1768580991.0650826,238411.1100526,Trial_10_Start
1768580991.0652547,238411.1102248,Posture_A_Rest_your_arm_flexed_after_the_sound
1768580991.0653841,238411.1103534,PromptStart_Trial_10
1768580996.0487256,238416.0949261,PromptEnd_Trial_10
1768580996.0488977,238416.0950982,FixationStart_Trial_10
1768580997.0509744,238417.097424,FixationEnd_Trial_10
1768580997.0512307,238417.0976786,PostureStart_Trial_10
1768581000.0649934,238420.11218650002,PostureEnd_Trial_10
1768581000.065233,238420.1124251,TrialEnd_Trial_10
1768581000.5757222,238420.6230406,Trial_10_Complete
1768581000.5920582,238420.6393802,Trial_11_Start
1768581000.5922182,238420.6395401,Posture_A_Extend_your_arm_after_the_sound
1768581000.5923195,238420.63964090002,PromptStart_Trial_11
1768581005.5810423,238425.629596,PromptEnd_Trial_11
1768581005.581186,238425.6297398,FixationStart_Trial_11
1768581006.5877395,238426.6365436,FixationEnd_Trial_11
1768581006.5879803,238426.6367827,PostureStart_Trial_11
1768581009.5917501,238429.6412948,PostureEnd_Trial_11
1768581009.5919163,238429.64146050002,TrialEnd_Trial_11
1768581010.1017125,238430.1513836,Trial_11_Complete
1768581010.1171162,238430.16679000002,Trial_12_Start
1768581010.1172688,238430.16694250001,Posture_A_Rest_your_arm_extended_after_the_sound
1768581010.117373,238430.16704570001,PromptStart_Trial_12
1768581015.1078417,238435.1587477,PromptEnd_Trial_12
1768581015.1079886,238435.1588941,FixationStart_Trial_12
1768581016.1126096,238436.1637642,FixationEnd_Trial_12
1768581016.1127956,238436.1639504,PostureStart_Trial_12
1768581019.1265254,238439.178424,PostureEnd_Trial_12
1768581019.1267087,238439.1786074,TrialEnd_Trial_12
1768581019.6368477,238439.6888725,Trial_12_Complete
1768581019.6529694,238439.7049993,Trial_13_Start
1768581019.6532042,238439.7052324,Posture_A_Flex_your_arm_after_the_sound
1768581019.6533089,238439.70533660002,PromptStart_Trial_13
1768581024.6504133,238444.7036755,PromptEnd_Trial_13
1768581024.650937,238444.7041995,FixationStart_Trial_13
1768581025.665807,238445.719321,FixationEnd_Trial_13
1768581025.6660042,238445.7195189,PostureStart_Trial_13
1768581028.6756883,238448.729944,PostureEnd_Trial_13
1768581028.6758068,238448.7300623,TrialEnd_Trial_13
1768581029.188764,238449.243147,Trial_13_Complete
1768581029.2048929,238449.2592795,Trial_14_Start
1768581029.205041,238449.25942750002,Posture_A_Rest_your_arm_flexed_after_the_sound
1768581029.2051435,238449.2595293,PromptStart_Trial_14
1768581034.190199,238454.2458165,PromptEnd_Trial_14
1768581034.1903737,238454.2459903,FixationStart_Trial_14
1768581035.195396,238455.2512615,FixationEnd_Trial_14
1768581035.1955717,238455.2514378,PostureStart_Trial_14
1768581038.2063584,238458.2629677,PostureEnd_Trial_14
1768581038.206513,238458.2631222,TrialEnd_Trial_14
1768581038.711858,238458.7685929,Trial_14_Complete
1768581038.728846,238458.7855844,Trial_15_Start
1768581038.7290046,238458.7857427,Posture_A_Extend_your_arm_after_the_sound
1768581038.7291238,238458.7858665,PromptStart_Trial_15
1768581043.7121983,238463.77016790002,PromptEnd_Trial_15
1768581043.712433,238463.7704018,FixationStart_Trial_15
1768581044.7220175,238464.7802366,FixationEnd_Trial_15
1768581044.7222233,238464.780441,PostureStart_Trial_15
1768581047.7352395,238467.7942012,PostureEnd_Trial_15
1768581047.7354007,238467.7943626,TrialEnd_Trial_15
1768581048.2458062,238468.3048955,Trial_15_Complete
1768581048.2625823,238468.3216742,Trial_16_Start
1768581048.2626977,238468.3217886,Posture_A_Rest_your_arm_extended_after_the_sound
1768581048.262732,238468.3218227,PromptStart_Trial_16
1768581053.2551522,238473.3154766,PromptEnd_Trial_16
1768581053.2553017,238473.3156259,FixationStart_Trial_16
1768581054.258195,238474.3187673,FixationEnd_Trial_16
1768581054.2583585,238474.31893090002,PostureStart_Trial_16
1768581057.2622657,238477.3235802,PostureEnd_Trial_16
1768581057.262432,238477.3237462,TrialEnd_Trial_16
1768581057.7687528,238477.830192,Trial_16_Complete
1768581057.784508,238477.84595370002,Trial_17_Start
1768581057.7846773,238477.8461205,Posture_A_Flex_your_arm_after_the_sound
1768581057.7847977,238477.84624,PromptStart_Trial_17
1768581062.767714,238482.8303874,PromptEnd_Trial_17
1768581062.7678778,238482.8305513,FixationStart_Trial_17
1768581063.7802224,238483.8431469,FixationEnd_Trial_17
1768581063.7804646,238483.8433875,PostureStart_Trial_17
1768581066.791816,238486.855484,PostureEnd_Trial_17
1768581066.792059,238486.8557258,TrialEnd_Trial_17
1768581067.3019948,238487.3657874,Trial_17_Complete
1768581067.3178928,238487.3816904,Trial_18_Start
1768581067.3180609,238487.3818578,Posture_A_Rest_your_arm_flexed_after_the_sound
1768581067.318176,238487.381972,PromptStart_Trial_18
1768581072.3162856,238492.38131640002,PromptEnd_Trial_18
1768581072.316421,238492.3814507,FixationStart_Trial_18
1768581073.3295212,238493.3948024,FixationEnd_Trial_18
1768581073.329675,238493.3949558,PostureStart_Trial_18
1768581076.329358,238496.3953797,PostureEnd_Trial_18
1768581076.3294766,238496.3954976,TrialEnd_Trial_18
1768581076.836915,238496.9030633,Trial_18_Complete
1768581076.853471,238496.91962210002,Trial_19_Start
1768581076.8536034,238496.9197541,Posture_A_Extend_your_arm_after_the_sound
1768581076.8537095,238496.9198634,PromptStart_Trial_19
1768581081.8389533,238501.9063353,PromptEnd_Trial_19
1768581081.839123,238501.906505,FixationStart_Trial_19
1768581082.849951,238502.9175834,FixationEnd_Trial_19
1768581082.8501208,238502.9177525,PostureStart_Trial_19
1768581085.865531,238505.933907,PostureEnd_Trial_19
1768581085.8656812,238505.9340572,TrialEnd_Trial_19
1768581086.3758357,238506.4443378,Trial_19_Complete
1768581086.3923426,238506.4608487,Trial_20_Start
1768581086.3924854,238506.4609911,Posture_A_Rest_your_arm_extended_after_the_sound
1768581086.3925276,238506.4610327,PromptStart_Trial_20
1768581091.3755884,238511.4453248,PromptEnd_Trial_20
1768581091.3757398,238511.4454761,FixationStart_Trial_20
1768581092.383365,238512.4533519,FixationEnd_Trial_20
1768581092.3836007,238512.4535863,PostureStart_Trial_20
1768581095.3938975,238515.4646275,PostureEnd_Trial_20
