ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7
-9354.465,-36828.36,-3474.765,-16234.56,6384.735,-41448.195,226276.245,-4855.905
-9387.0,-36848.52,-3487.725,-16254.18,6367.905,-41460.255,226499.35499999998,-4876.92
-9405.404999999999,-36864.72,-3511.62,-16277.265,6349.679999999999,-41478.705,226686.41999999998,-4891.724999999999
-9404.369999999999,-36885.284999999996,-3526.29,-16272.404999999999,6358.455,-41468.174999999996,226822.995,-4882.815
-9409.815,-36917.28,-3529.845,-16273.8,6349.23,-41486.895,226952.37,-4891.635
-9383.805,-36868.275,-3498.5699999999997,-16258.68,6353.415,-41494.005,227017.395,-4885.29
-9327.779999999999,-36758.07,-3434.4449999999997,-16214.355,6385.41,-41478.75,226998.36,-4857.57
-9289.215,-36691.83,-3386.295,-16194.24,6390.719999999999,-41479.875,226985.35499999998,-4834.889999999999
-9288.99,-36744.525,-3391.6949999999997,-16185.779999999999,6409.125,-41447.52,227072.38499999998,-4815.855
-9328.5,-36830.205,-3446.2799999999997,-16205.49,6412.995,-41423.354999999996,227275.155,-4826.295
-9387.225,-36891.09,-3511.08,-16260.029999999999,6374.5199999999995,-41452.155,227558.38499999998,-4869.405
-9420.84,-36927.045,-3548.97,-16296.119999999999,6343.83,-41476.545,227794.005,-4894.47
-9429.615,-36938.97,-3549.24,-16298.73,6338.429999999999,-41483.385,227967.3,-4902.12
-9410.13,-36898.65,-3512.79,-16277.894999999999,6351.255,-41477.085,228107.16,-4895.73
-9397.664999999999,-36873.314999999995,-3487.3199999999997,-16264.98,6353.19,-41480.325,228215.61,-4891.86
-9382.455,-36850.365,-3466.665,-16253.01,6351.84,-41494.59,228288.465,-4888.035
-9346.635,-36802.439999999995,-3431.79,-16229.564999999999,6360.255,-41499.765,228292.02,-4869.315
-9318.51,-36768.78,-3424.095,-16233.795,6358.23,-41505.705,228293.1,-4852.845
-9314.19,-36779.085,-3431.565,-16232.49,6370.155,-41484.96,228380.085,-4841.1449999999995
-9349.56,-36823.77,-3457.08,-16243.154999999999,6372.495,-41471.145,228580.875,-4858.5599999999995
-9390.06,-36878.354999999996,-3502.89,-16262.55,6371.325,-41458.545,228844.62,-4877.865
-9404.279999999999,-36893.115,-3523.275,-16274.25,6367.455,-41455.08,229067.955,-4885.875
-9424.08,-36913.545,-3550.365,-16307.279999999999,6338.655,-41488.155,229264.11,-4904.37
-9436.23,-36919.619999999995,-3554.5049999999997,-16319.205,6322.41,-41507.01,229426.91999999998,-4915.17
-9416.07,-36881.01,-3516.2999999999997,-16303.59,6327.63,-41507.28,229533.435,-4906.53
-9389.34,-36846.765,-3487.365,-16285.769999999999,6337.08,-41506.244999999995,229597.785,-4891.005
-9360.404999999999,-36819.494999999995,-3452.895,-16253.414999999999,6358.545,-41494.229999999996,229599.44999999998,-4869.405
-9359.279999999999,-36828.225,-3446.8199999999997,-16232.715,6372.764999999999,-41483.205,229607.81999999998,-4863.6449999999995
-9359.145,-36819.54,-3444.39,-16223.22,6381.764999999999,-41470.2,229699.035,-4863.014999999999
-9364.14,-36838.619999999995,-3474.045,-16246.935,6370.0199999999995,-41472.674999999996,229896.18,-4868.1449999999995
-9388.125,-36889.02,-3523.0499999999997,-16283.88,6354.54,-41477.49,230159.745,-4881.195
-9407.789999999999,-36891.045,-3530.3399999999997,-16298.82,6347.925,-41479.875,230383.97999999998,-4897.755
-9408.42,-36876.96,-3522.42,-16303.005,6341.085,-41486.22,230558.985,-4902.48
-9400.365,-36869.265,-3517.83,-16298.01,6346.26,-41480.865,230695.245,-4898.16
-9374.58,-36846.54,-3484.62,-16259.4,6377.67,-41454.854999999996,230786.235,-4877.73
-9346.275,-36808.604999999996,-3440.835,-16219.035,6399.045,-41450.85,230836.86,-4862.34
-9310.275,-36750.195,-3383.2799999999997,-16185.96,6412.005,-41452.83,230830.02,-4843.755
-9281.34,-36714.78,-3350.565,-16170.435,6420.554999999999,-41442.93,230815.66499999998,-4824.764999999999
-9292.59,-36741.24,-3375.99,-16191.855,6412.05,-41437.89,230912.28,-4821.885
-9321.345,-36786.195,-3417.75,-16213.365,6409.665,-41429.61,231102.94499999998,-4833.54
-9356.85,-36854.28,-3469.455,-16223.715,6425.91,-41402.835,231349.68,-4846.455
-9359.685,-36854.865,-3478.23,-16225.109999999999,6436.71,-41386.545,231551.28,-4846.679999999999
-9369.045,-36858.555,-3483.27,-16238.34,6419.925,-41406.299999999996,231722.72999999998,-4858.965
-9344.43,-36818.46,-3449.8799999999997,-16226.595,6417.63,-41412.555,231846.03,-4850.82
-9331.605,-36786.24,-3433.95,-16231.32,6398.28,-41439.735,231961.815,-4854.0599999999995
-9301.32,-36749.295,-3403.44,-16205.49,6424.425,-41415.705,232012.755,-4833.54
-9257.58,-36706.365,-3351.645,-16165.89,6448.41,-41405.445,231988.68,-4795.514999999999
-9225.0,-36671.354999999996,-3308.04,-16139.699999999999,6448.23,-41423.715,231939.99,-4769.325
-9226.845,-36676.935,-3331.305,-16144.019999999999,6448.545,-41423.445,232012.25999999998,-4771.3949999999995
-9265.365,-36716.085,-3375.495,-16166.789999999999,6449.985,-41407.424999999996,232222.095,-4803.66
-9313.47,-36763.064999999995,-3406.68,-16202.564999999999,6444.315,-41390.145,232517.06999999998,-4842.09
-9346.815,-36819.09,-3447.315,-16227.945,6446.16,-41364.045,232774.69499999998,-4851.045
-9369.359999999999,-36861.299999999996,-3476.205,-16243.785,6440.085,-41358.96,232971.56999999998,-4852.889999999999
-9384.975,-36861.705,-3470.22,-16251.57,6420.78,-41390.369999999995,233129.29499999998,-4871.97
-9353.925,-36820.845,-3470.04,-16241.67,6428.565,-41388.255,233230.31999999998,-4852.8
-9324.72,-36778.68,-3459.15,-16231.005,6422.085,-41408.01,233283.01499999998,-4833.45
-9282.285,-36725.895,-3395.97,-16198.154999999999,6414.4349999999995,-41446.305,233249.805,-4806.045
-9241.02,-36692.595,-3331.305,-16146.81,6432.255,-41453.415,233190.04499999998,-4780.035
-9241.065,-36702.09,-3328.1549999999997,-16147.98,6432.344999999999,-41453.145,233261.37,-4787.37
-9276.39,-36729.0,-3369.96,-16181.324999999999,6432.389999999999,-41424.93,233466.79499999998,-4813.695
-9334.08,-36796.545,-3428.2349999999997,-16221.689999999999,6436.71,-41388.119999999995,233760.15,-4841.46
-9394.515,-36841.095,-3484.17,-16269.974999999999,6410.5199999999995,-41406.705,234044.28,-4884.929999999999
-9390.24,-36834.165,-3471.075,-16265.97,6411.69,-41408.369999999995,234229.68,-4884.929999999999
-9382.815,-36883.755,-3485.475,-16274.654999999999,6401.969999999999,-41414.4,234383.22,-4875.795
-9376.65,-36887.13,-3531.1949999999997,-16291.664999999999,6391.62,-41421.15,234502.56,-4864.455
-9363.914999999999,-36856.17,-3515.31,-16274.699999999999,6388.74,-41441.31,234559.395,-4858.605
-9299.115,-36788.265,-3427.245,-16204.23,6412.41,-41451.479999999996,234500.985,-4816.44
-9256.635,-36721.845,-3370.995,-16174.529999999999,6409.304999999999,-41475.555,234440.505,-4794.165
-9239.58,-36690.57,-3340.845,-16153.47,6436.755,-41443.29,234483.03,-4780.8
-9279.945,-36750.689999999995,-3391.29,-16185.195,6445.9349999999995,-41407.064999999995,234686.29499999998,-4805.054999999999
-9317.16,-36800.46,-3439.98,-16214.625,6462.179999999999,-41361.57,234959.66999999998,-4828.139999999999
-9354.734999999999,-36832.455,-3476.025,-16251.974999999999,6440.58,-41377.14,235223.055,-4861.125
-9362.835,-36830.52,-3464.865,-16248.689999999999,6435.09,-41385.015,235399.94999999998,-4867.74
-9377.19,-36845.28,-3479.67,-16265.295,6414.075,-41407.74,235543.59,-4879.485
-9356.4,-36823.005,-3455.5499999999997,-16248.914999999999,6421.094999999999,-41404.5,235628.19,-4863.465
-9335.835,-36798.795,-3434.31,-16231.23,6417.495,-41421.555,235669.455,-4848.165
-9261.09,-36688.455,-3357.495,-16187.625,6420.0599999999995,-41449.185,235604.97,-4804.875
-9225.855,-36651.195,-3315.15,-16169.715,6409.71,-41481.045,235543.815,-4784.8949999999995
-9225.81,-36682.47,-3325.815,-16159.949999999999,6435.36,-41446.395,235593.81,-4776.255
-9265.68,-36754.064999999995,-3388.9049999999997,-16184.34,6452.054999999999,-41399.64,235788.47999999998,-4794.929999999999
-9315.27,-36802.89,-3449.835,-16219.8,6456.554999999999,-41368.77,236072.655,-4827.554999999999
-9323.595,-36797.625,-3454.29,-16235.144999999999,6451.785,-41370.885,236309.625,-4843.575
-9351.494999999999,-36838.619999999995,-3489.5699999999997,-16261.965,6429.6449999999995,-41389.02,236499.93,-4858.514999999999
-9379.89,-36873.314999999995,-3500.8199999999997,-16267.23,6421.23,-41395.545,236642.13,-4869.2699999999995
-9370.44,-36848.475,-3470.22,-16249.724999999999,6422.3099999999995,-41403.915,236736.44999999998,-4866.929999999999
-9317.115,-36782.82,-3411.27,-16211.205,6440.625,-41398.064999999995,236754.04499999998,-4831.92
-9249.93,-36701.235,-3347.73,-16171.83,6444.9,-41422.185,236692.935,-4786.83
-9200.97,-36645.615,-3308.4449999999997,-16141.635,6454.125,-41427.18,236614.275,-4753.44
-9187.92,-36634.365,-3298.815,-16128.314999999999,6474.42,-41399.055,236651.31,-4742.505
-9223.785,-36675.18,-3334.23,-16149.15,6487.83,-41360.985,236837.88,-4764.15
-9292.77,-36754.515,-3400.9649999999997,-16195.32,6480.405,-41344.2,237136.005,-4809.96
-9316.44,-36776.564999999995,-3407.7149999999997,-16197.66,6488.235,-41327.369999999995,237380.84999999998,-4828.275
-9330.93,-36802.215,-3408.975,-16199.369999999999,6477.21,-41346.225,237572.235,-4842.179999999999
-9342.27,-36817.335,-3431.8799999999997,-16218.765,6456.42,-41373.18,237732.47999999998,-4854.014999999999
-9318.869999999999,-36792.314999999995,-3420.6299999999997,-16213.41,6459.705,-41370.435,237832.425,-4835.025
-9296.73,-36759.915,-3402.3599999999997,-16208.189999999999,6445.62,-41397.975,237889.16999999998,-4822.92
-9228.734999999999,-36682.47,-3336.615,-16154.505,6471.8099999999995,-41393.835,237829.05,-4771.17
-9177.66,-36629.28,-3287.205,-16119.045,6490.035,-41386.994999999995,237751.83,-4731.929999999999
-9167.94,-36615.33,-3274.47,-16111.8,6498.495,-41375.025,237792.645,-4726.485
-9207.494999999999,-36663.615,-3323.6549999999997,-16141.005,6508.08,-41336.64,237957.56999999998,-4751.01
-9277.38,-36748.395,-3401.5049999999997,-16201.755,6490.62,-41329.665,238278.735,-4798.215
-9307.574999999999,-36785.79,-3420.18,-16206.615,6497.505,-41317.515,238549.31999999998,-4820.94
-9319.185,-36811.35,-3441.1949999999997,-16221.869999999999,6478.785,-41339.07,238737.645,-4832.595
-9313.83,-36806.13,-3441.375,-16223.175,6472.62,-41347.439999999995,238889.655,-4827.24
-9313.605,-36800.415,-3438.855,-16226.414999999999,6457.094999999999,-41368.409999999996,239010.38999999998,-4831.47
-9264.06,-36728.64,-3374.64,-16183.755,6475.275,-41365.305,239036.085,-4802.264999999999
-9207.72,-36652.994999999995,-3321.855,-16153.289999999999,6474.599999999999,-41389.604999999996,238986.72,-4762.17
-9181.89,-36617.895,-3291.345,-16141.994999999999,6466.679999999999,-41412.015,238930.02,-4741.875
-9177.66,-36622.619999999995,-3274.29,-16116.974999999999,6506.054999999999,-41357.43,238961.06999999998,-4723.47
-9232.47,-36710.549999999996,-3323.9249999999997,-16137.314999999999,6520.365,-41316.255,239152.185,-4751.6849999999995
-9272.115,-36773.82,-3352.0499999999997,-16140.869999999999,6538.32,-41280.705,239423.75999999998,-4781.115
-9298.08,-36786.689999999995,-3417.2999999999997,-16178.58,6514.425,-41305.86,239699.115,-4812.974999999999
-9294.39,-36766.305,-3423.4649999999997,-16204.814999999999,6485.985,-41340.825,239895.04499999998,-4824.54
-9276.615,-36748.619999999995,-3415.5,-16216.244999999999,6469.875,-41356.575,240031.845,-4818.105
-9251.955,-36724.725,-3392.055,-16197.525,6484.005,-41342.625,240113.61,-4793.94
-9246.33,-36704.159999999996,-3362.805,-16183.08,6478.335,-41365.215,240185.06999999998,-4789.08
-9193.994999999999,-36618.119999999995,-3275.955,-16127.64,6489.134999999999,-41383.89,240135.16499999998,-4756.905
-9164.07,-36589.68,-3241.845,-16105.23,6489.179999999999,-41396.67,240072.66,-4729.59
-9165.734999999999,-36629.505,-3273.12,-16114.23,6496.83,-41379.93,240130.62,-4723.29
-9179.865,-36648.0,-3306.69,-16120.17,6525.495,-41326.695,240289.11,-4728.15
-9232.244999999999,-36728.325,-3356.73,-16147.215,6538.905,-41286.33,240566.58,-4755.014999999999
-9266.67,-36768.555,-3406.095,-16174.664999999999,6535.71,-41276.744999999995,240831.72,-4784.985
-9290.654999999999,-36785.655,-3430.98,-16200.494999999999,6512.355,-41300.189999999995,241031.745,-4807.889999999999
-9291.33,-36782.055,-3421.89,-16203.96,6503.355,-41309.64,241173.315,-4808.25
-9264.869999999999,-36752.49,-3393.0899999999997,-16185.195,6514.425,-41302.845,241260.3,-4788.2699999999995
-9232.605,-36697.455,-3354.0299999999997,-16172.775,6503.759999999999,-41331.015,241303.185,-4770.63
-9185.67,-36618.21,-3286.98,-16132.14,6502.7699999999995,-41359.994999999995,241255.16999999998,-4741.155
-9158.22,-36575.729999999996,-3245.805,-16100.369999999999,6506.28,-41374.755,241184.205,-4718.5199999999995
-9162.765,-36618.93,-3251.16,-16093.08,6519.78,-41359.32,241235.595,-4716.945
-9180.63,-36673.424999999996,-3295.935,-16097.039999999999,6547.7699999999995,-41312.025,241409.655,-4729.139999999999
-9229.41,-36705.645,-3353.1749999999997,-16150.545,6530.219999999999,-41305.77,241699.005,-4774.23
-9254.789999999999,-36733.59,-3360.825,-16165.484999999999,6526.035,-41300.729999999996,241946.19,-4795.605
-9263.205,-36733.32,-3365.145,-16181.324999999999,6505.5599999999995,-41323.635,242135.235,-4806.09
-9277.02,-36759.78,-3393.9449999999997,-16198.425,6492.554999999999,-41334.93,242290.62,-4815.405
-9258.84,-36747.045,-3396.915,-16190.369999999999,6503.3099999999995,-41325.57,242387.505,-4798.62
-9242.73,-36724.59,-3379.68,-16180.244999999999,6497.82,-41342.354999999996,242440.02,-4788.179999999999
-9177.57,-36651.869999999995,-3323.295,-16134.39,6516.945,-41339.97,242379.27,-4736.655
-9139.005,-36597.465,-3268.305,-16103.43,6515.639999999999,-41358.195,242304.3,-4706.73
-9145.98,-36598.455,-3250.665,-16101.99,6505.605,-41367.6,242352.36,-4712.58
-9168.39,-36631.17,-3260.0699999999997,-16094.97,6539.445,-41316.03,242514.85499999998,-4727.115
-9207.404999999999,-36687.33,-3327.165,-16127.73,6551.6849999999995,-41276.744999999995,242786.025,-4754.34
-9251.91,-36746.1,-3397.8599999999997,-16183.89,6525.855,-41286.645,243058.77,-4783.32
-9245.295,-36733.994999999995,-3381.615,-16178.67,6527.5199999999995,-41290.515,243232.11,-4783.23
-9227.835,-36705.195,-3366.72,-16170.57,6529.1849999999995,-41293.845,243349.335,-4776.84
